corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
semeval2010t8,train.json,12,0,semeval2010t8_train.json_12_0,The Pulitzer Committee issues an official citation explaining the reasons for the award .,The Pulitzer Committee issues an official <ARG0>citation</ARG0> explaining the <ARG1>reasons</ARG1> for the award .,0,0,,1
semeval2010t8,train.json,13,0,semeval2010t8_train.json_13_0,The burst has been caused by water hammer pressure .,The <ARG1>burst</ARG1> has been caused by water hammer <ARG0>pressure</ARG0> .,1,1,,1
semeval2010t8,train.json,14,0,semeval2010t8_train.json_14_0,Even commercial networks have moved into high-definition broadcast .,Even commercial <ARG1>networks</ARG1> have moved into <ARG0>high-definition broadcast</ARG0> .,0,0,,1
semeval2010t8,train.json,15,0,semeval2010t8_train.json_15_0,It was a friendly call to remind them about the bill and make sure they have a copy of the invoice .,It was a friendly <ARG0>call</ARG0> to remind them about the <ARG1>bill</ARG1> and make sure they have a copy of the invoice .,0,0,,1
semeval2010t8,train.json,16,0,semeval2010t8_train.json_16_0,"Texas-born virtuoso finds harmony , sophistication in Appalachian instrument .","Texas-born <ARG1>virtuoso</ARG1> finds harmony , sophistication in Appalachian <ARG0>instrument</ARG0> .",0,0,,1
semeval2010t8,train.json,17,0,semeval2010t8_train.json_17_0,"The factory ' s products have included flower pots , Finnish rooster-whistles , pans , trays , tea pots , ash trays and air moisturisers .","The <ARG1>factory</ARG1> ' s products have included flower pots , Finnish rooster-whistles , pans , <ARG0>trays</ARG0> , tea pots , ash trays and air moisturisers .",0,0,,1
semeval2010t8,train.json,18,0,semeval2010t8_train.json_18_0,The girl showed a photo of apple tree blossom on a fruit tree in the Central Valley .,The girl showed a photo of apple <ARG1>tree</ARG1> <ARG0>blossom</ARG0> on a fruit tree in the Central Valley .,0,0,,1
semeval2010t8,train.json,19,0,semeval2010t8_train.json_19_0,"They tried an assault of their own an hour later , with two columns of sixteen tanks backed by a battalion of Panzer grenadiers .","They tried an assault of their own an hour later , with two columns of sixteen tanks backed by a <ARG1>battalion</ARG1> of Panzer <ARG0>grenadiers</ARG0> .",0,0,,1
semeval2010t8,train.json,20,0,semeval2010t8_train.json_20_0,"Their knowledge of the power and rank symbols of the Continental empires was gained from the numerous Germanic recruits in the Roman army , and from the Roman practice of enfeoffing various Germanic warrior groups with land in the imperial provinces .","Their <ARG0>knowledge</ARG0> of the power and rank symbols of the Continental empires was gained from the numerous Germanic <ARG1>recruits</ARG1> in the Roman army , and from the Roman practice of enfeoffing various Germanic warrior groups with land in the imperial provinces .",0,0,,1
semeval2010t8,train.json,21,0,semeval2010t8_train.json_21_0,She soon had a stable of her own rescued hounds .,She soon had a <ARG1>stable</ARG1> of her own rescued <ARG0>hounds</ARG0> .,0,0,,1
semeval2010t8,train.json,22,0,semeval2010t8_train.json_22_0,"The singer , who performed three of the nominated songs , also caused a commotion on the red carpet .","The <ARG0>singer</ARG0> , who performed three of the nominated songs , also caused a <ARG1>commotion</ARG1> on the red carpet .",1,1,,1
semeval2010t8,train.json,23,0,semeval2010t8_train.json_23_0,His intellectually engaging books and essays remain pertinent to illuminating contemporary history .,His intellectually engaging books and <ARG1>essays</ARG1> remain pertinent to illuminating contemporary <ARG0>history</ARG0> .,0,0,,1
semeval2010t8,train.json,24,0,semeval2010t8_train.json_24_0,"Poor hygiene controls , reports of a brace of gamey grouse and what looked like a skinned fox all amounted to a pie that was unfit for human consumption .","Poor hygiene controls , reports of a <ARG1>brace</ARG1> of gamey <ARG0>grouse</ARG0> and what looked like a skinned fox all amounted to a pie that was unfit for human consumption .",0,0,,1
semeval2010t8,train.json,25,0,semeval2010t8_train.json_25_0,"This sweet dress is made with a blend of cotton and silk , and the crochet flower necklace is the perfect accessory .","This sweet <ARG1>dress</ARG1> is made with a <ARG0>blend</ARG0> of cotton and silk , and the crochet flower necklace is the perfect accessory .",0,0,,1
semeval2010t8,train.json,26,0,semeval2010t8_train.json_26_0,"Suicide is one of the leading causes of death among pre-adolescents and teens , and victims of bullying are at an increased risk for committing suicide .","<ARG0>Suicide</ARG0> is one of the leading causes of <ARG1>death</ARG1> among pre-adolescents and teens , and victims of bullying are at an increased risk for committing suicide .",1,1,,1
semeval2010t8,train.json,27,0,semeval2010t8_train.json_27_0,"This article gives details on 2004 in music in the United Kingdom , including the official charts from that year .","This <ARG0>article</ARG0> gives details on 2004 in <ARG1>music</ARG1> in the United Kingdom , including the official charts from that year .",0,0,,1
semeval2010t8,train.json,28,0,semeval2010t8_train.json_28_0,We have therefore taken the initiative to convene the first international open meeting dedicated solely to rural history .,We have therefore taken the initiative to convene the first international open <ARG0>meeting</ARG0> dedicated solely to <ARG1>rural history</ARG1> .,0,0,,1
semeval2010t8,train.json,29,0,semeval2010t8_train.json_29_0,"The timer of the device automatically eliminates wasted ""standby power"" consumption by automatically turn off electronics plugged into the ""auto off"" outlets .","The <ARG0>timer</ARG0> of the <ARG1>device</ARG1> automatically eliminates wasted ""standby power"" consumption by automatically turn off electronics plugged into the ""auto off"" outlets .",0,0,,1
semeval2010t8,train.json,30,0,semeval2010t8_train.json_30_0,Bob Parks made a similar offer in a phone call made earlier this week .,Bob Parks made a similar <ARG1>offer</ARG1> in a <ARG0>phone call</ARG0> made earlier this week .,0,0,,1
semeval2010t8,train.json,31,0,semeval2010t8_train.json_31_0,He had chest pains and headaches from mold in the bedrooms .,He had chest pains and <ARG1>headaches</ARG1> from <ARG0>mold</ARG0> in the bedrooms .,1,1,,1
semeval2010t8,train.json,32,0,semeval2010t8_train.json_32_0,The silver-haired author was not just laying India ' s politician saint to rest but healing a generations-old rift in the family of the country ' s founding father .,The silver-haired author was not just laying India ' s politician saint to rest but healing a generations-old rift in the family of the <ARG0>country</ARG0> ' s founding <ARG1>father</ARG1> .,0,0,,1
semeval2010t8,train.json,33,0,semeval2010t8_train.json_33_0,It describes a method for loading a horizontal stack of containers into a carton .,It describes a method for loading a horizontal <ARG0>stack</ARG0> of containers into a <ARG1>carton</ARG1> .,0,0,,1
semeval2010t8,train.json,34,0,semeval2010t8_train.json_34_0,The Foundation decided to repurpose the building in order to reduce wear and tear on the plumbing in the manor house by redirecting visitors during restoration projects and beyond .,The Foundation decided to repurpose the building in order to reduce wear and tear on the <ARG0>plumbing</ARG0> in the <ARG1>manor house</ARG1> by redirecting visitors during restoration projects and beyond .,0,0,,1
semeval2010t8,train.json,35,0,semeval2010t8_train.json_35_0,The technology is available to produce and transmit electricity economically from OTEC systems .,The technology is available to produce and transmit <ARG0>electricity</ARG0> economically from OTEC <ARG1>systems</ARG1> .,0,0,,1
semeval2010t8,train.json,36,0,semeval2010t8_train.json_36_0,The Medicare buy-in plan ran into Senate resistance .,The Medicare buy-in <ARG1>plan</ARG1> ran into Senate <ARG0>resistance</ARG0> .,0,0,,1
semeval2010t8,train.json,37,0,semeval2010t8_train.json_37_0,"The provinces are divided into counties (shahrestan) , and subdivided into districts (bakhsh) and sub-districts (dehestan) .","The <ARG1>provinces</ARG1> are divided into <ARG0>counties</ARG0> (shahrestan) , and subdivided into districts (bakhsh) and sub-districts (dehestan) .",0,0,,1
semeval2010t8,train.json,38,0,semeval2010t8_train.json_38_0,Financial stress is one of the main causes of divorce .,Financial <ARG0>stress</ARG0> is one of the main causes of <ARG1>divorce</ARG1> .,1,1,,1
semeval2010t8,train.json,39,0,semeval2010t8_train.json_39_0,Newspapers swap content via widgets with the help of the newsgator service .,<ARG1>Newspapers</ARG1> swap content via widgets with the help of the newsgator <ARG0>service</ARG0> .,0,0,,1
semeval2010t8,train.json,40,0,semeval2010t8_train.json_40_0,The women that caused the accident was on the cell phone and ran thru the intersection without pausing on the median .,The <ARG0>women</ARG0> that caused the <ARG1>accident</ARG1> was on the cell phone and ran thru the intersection without pausing on the median .,1,1,,1
semeval2010t8,train.json,41,0,semeval2010t8_train.json_41_0,The transmitter was discovered inside a bed settee suite on which he had been sitting .,The <ARG0>transmitter</ARG0> was discovered inside a bed settee <ARG1>suite</ARG1> on which he had been sitting .,0,0,,1
semeval2010t8,train.json,42,0,semeval2010t8_train.json_42_0,The Kerala backwaters are a chain of brackish lagoons and lakes lying parallel to the Arabian Sea coast of Kerala state in southern India .,The Kerala backwaters are a <ARG1>chain</ARG1> of brackish <ARG0>lagoons</ARG0> and lakes lying parallel to the Arabian Sea coast of Kerala state in southern India .,0,0,,1
semeval2010t8,train.json,43,0,semeval2010t8_train.json_43_0,"A St . Paul College student was released from jail Wednesday night , after his arrest Tuesday in the alleged rape of another student on campus .","A St . Paul College <ARG0>student</ARG0> was released from <ARG1>jail</ARG1> Wednesday night , after his arrest Tuesday in the alleged rape of another student on campus .",0,0,,1
semeval2010t8,train.json,44,0,semeval2010t8_train.json_44_0,Calluses are caused by improperly fitting shoes or by a skin abnormality .,<ARG1>Calluses</ARG1> are caused by improperly fitting shoes or by a <ARG0>skin abnormality</ARG0> .,1,1,,1
semeval2010t8,train.json,45,0,semeval2010t8_train.json_45_0,Adults use drugs for this purpose .,<ARG1>Adults</ARG1> use <ARG0>drugs</ARG0> for this purpose .,0,0,,1
semeval2010t8,train.json,46,0,semeval2010t8_train.json_46_0,The councilor proposed assessing infinitival complements through elicitation .,The <ARG1>councilor</ARG1> proposed assessing infinitival complements through <ARG0>elicitation</ARG0> .,0,0,,1
semeval2010t8,train.json,47,0,semeval2010t8_train.json_47_0,"As in the popular movie ""Deep Impact"" , the action of the Perseid meteor shower is caused by a comet , in this case periodic comet Swift-Tuttle .","As in the popular movie ""Deep Impact"" , the action of the Perseid <ARG1>meteor shower</ARG1> is caused by a <ARG0>comet</ARG0> , in this case periodic comet Swift-Tuttle .",1,1,,1
semeval2010t8,train.json,48,0,semeval2010t8_train.json_48_0,The following information appeared in the notes to consolidated financial statements of some corporate annual reports .,The following information appeared in the <ARG1>notes</ARG1> to consolidated financial <ARG0>statements</ARG0> of some corporate annual reports .,0,0,,1
semeval2010t8,train.json,49,0,semeval2010t8_train.json_49_0,HipHop appropriates the symbols of a consumer society: oversized diamond colliers are worn .,HipHop appropriates the symbols of a consumer society: oversized <ARG1>diamond</ARG1> <ARG0>colliers</ARG0> are worn .,0,0,,1
semeval2010t8,train.json,50,0,semeval2010t8_train.json_50_0,The radiation from the atomic bomb explosion is a typical acute radiation .,The <ARG1>radiation</ARG1> from the atomic <ARG0>bomb explosion</ARG0> is a typical acute radiation .,1,1,,1
semeval2010t8,train.json,51,0,semeval2010t8_train.json_51_0,The ride-on boat tiller was developed by engineers Arnold S . Juliano and Dr . Eulito U . Bautista .,The ride-on <ARG1>boat</ARG1> <ARG0>tiller</ARG0> was developed by engineers Arnold S . Juliano and Dr . Eulito U . Bautista .,0,0,,1
semeval2010t8,train.json,52,0,semeval2010t8_train.json_52_0,A neoplastic recurrence arose from an extensive radiation induced ulceration .,A neoplastic <ARG1>recurrence</ARG1> arose from an extensive <ARG0>radiation</ARG0> induced ulceration .,1,1,,1
semeval2010t8,train.json,53,0,semeval2010t8_train.json_53_0,He has a tattoo on his right arm and scars from stitches on his right elbow .,He has a tattoo on his right arm and <ARG1>scars</ARG1> from <ARG0>stitches</ARG0> on his right elbow .,1,1,,1
semeval2010t8,train.json,54,0,semeval2010t8_train.json_54_0,"Whether your home includes a charm of finches , a sute of bloodhounds , or a knob of toads , I think it ' s important to keep the numbers within reason .","Whether your home includes a charm of finches , a sute of bloodhounds , or a <ARG1>knob</ARG1> of <ARG0>toads</ARG0> , I think it ' s important to keep the numbers within reason .",0,0,,1
semeval2010t8,train.json,55,0,semeval2010t8_train.json_55_0,"Furthermore , these INGO practitioners constructed a discourse around participation which distorted the real significance of participation .","Furthermore , these INGO practitioners constructed a <ARG0>discourse</ARG0> around <ARG1>participation</ARG1> which distorted the real significance of participation .",0,0,,1
semeval2010t8,train.json,56,0,semeval2010t8_train.json_56_0,Kelvin bought a silver ring which he was so happy with and he keeps wearing it now even though its abit too big haha .,Kelvin bought a <ARG1>silver</ARG1> <ARG0>ring</ARG0> which he was so happy with and he keeps wearing it now even though its abit too big haha .,0,0,,1
semeval2010t8,train.json,57,0,semeval2010t8_train.json_57_0,Scientists are in the midst of an ongoing debate about the relative value of openness and collaboration in their profession .,Scientists are in the midst of an ongoing <ARG0>debate</ARG0> about the relative <ARG1>value</ARG1> of openness and collaboration in their profession .,0,0,,1
semeval2010t8,train.json,58,0,semeval2010t8_train.json_58_0,This cut blue and white striped cotton dress with red bands on the bodice was in a trunk of vintage Barbie clothing .,This cut blue and white striped cotton <ARG0>dress</ARG0> with red bands on the bodice was in a <ARG1>trunk</ARG1> of vintage Barbie clothing .,0,0,,1
semeval2010t8,train.json,59,0,semeval2010t8_train.json_59_0,My major disagreement with Lyons concerns the causal part of his theory .,My major <ARG1>disagreement</ARG1> with Lyons concerns the <ARG0>causal part</ARG0> of his theory .,0,0,,1
semeval2010t8,train.json,60,0,semeval2010t8_train.json_60_0,Both his feet have been moving into the ball .,Both his <ARG0>feet</ARG0> have been moving into the <ARG1>ball</ARG1> .,0,0,,1
semeval2010t8,train.json,61,0,semeval2010t8_train.json_61_0,"The scissors were in a small plastic soap container , next to a bar of soap , and the box cutters were in a box next to a bottle of after-shave lotion .","The scissors were in a small plastic soap container , next to a bar of soap , and the <ARG0>box cutters</ARG0> were in a <ARG1>box</ARG1> next to a bottle of after-shave lotion .",0,0,,1
semeval2010t8,train.json,62,0,semeval2010t8_train.json_62_0,"A great wing of fluorite dragons , the greatest concentration of the rather solitary dragons ever known , joined the desperate battle with the blues and silvers against Chaos .","A great <ARG1>wing</ARG1> of fluorite <ARG0>dragons</ARG0> , the greatest concentration of the rather solitary dragons ever known , joined the desperate battle with the blues and silvers against Chaos .",0,0,,1
semeval2010t8,train.json,63,0,semeval2010t8_train.json_63_0,"As a control , cowpea was sealed in double bags without fumigant .","As a control , <ARG0>cowpea</ARG0> was sealed in <ARG1>double bags</ARG1> without fumigant .",0,0,,1
semeval2010t8,train.json,64,0,semeval2010t8_train.json_64_0,The infectious bacterial disease brucellosis has been found in a beef cow in eastern Idaho .,The infectious bacterial disease <ARG1>brucellosis</ARG1> has been found in a beef <ARG0>cow</ARG0> in eastern Idaho .,0,0,,1
semeval2010t8,train.json,65,0,semeval2010t8_train.json_65_0,"As the Anglo-Norman force sustained but little loss in this battle , their archers at the onset showered a hail of arrows upon the Irish host who were not protected with mail armour , and shot them down in hundreds before they could get to close quarters; and then the charge of the heavy Anglo-Norman cavalry of mail-clad knights , completed the havoc and rout of the undisciplined Gaelic hosts .","As the Anglo-Norman force sustained but little loss in this battle , their archers at the onset showered a hail of arrows upon the Irish host who were not protected with mail armour , and shot them down in hundreds before they could get to close quarters; and then the charge of the heavy Anglo-Norman cavalry of mail-clad knights , completed the havoc and <ARG1>rout</ARG1> of the undisciplined Gaelic <ARG0>hosts</ARG0> .",0,0,,1
semeval2010t8,train.json,66,0,semeval2010t8_train.json_66_0,"The first incarnation of this series was set in the 1940s , during World War II , when the princess left her native paradise island (where Amazon women had lived for centuries) to help the U . S . foil the Nazis .","The first incarnation of this series was set in the 1940s , during World War II , when the <ARG0>princess</ARG0> left her native paradise <ARG1>island</ARG1> (where Amazon women had lived for centuries) to help the U . S . foil the Nazis .",0,0,,1
semeval2010t8,train.json,67,0,semeval2010t8_train.json_67_0,Cieply ' s story makes a compelling point about modern-day studio economics .,Cieply ' s <ARG0>story</ARG0> makes a compelling <ARG1>point</ARG1> about modern-day studio economics .,0,0,,1
semeval2010t8,train.json,68,0,semeval2010t8_train.json_68_0,We poured the milk into the pumpkin mixture .,We poured the <ARG0>milk</ARG0> into the <ARG1>pumpkin mixture</ARG1> .,0,0,,1
semeval2010t8,train.json,69,0,semeval2010t8_train.json_69_0,Lawyers in Detroit also worked overtime as several lawsuits ensued from angry and injured fans .,Lawyers in Detroit also worked overtime as several <ARG0>lawsuits</ARG0> ensued from angry and injured <ARG1>fans</ARG1> .,0,0,,1
semeval2010t8,train.json,70,0,semeval2010t8_train.json_70_0,The continuing Nigerian outbreak is the biggest ever caused by the vaccine .,The continuing Nigerian <ARG1>outbreak</ARG1> is the biggest ever caused by the <ARG0>vaccine</ARG0> .,1,1,,1
semeval2010t8,train.json,71,0,semeval2010t8_train.json_71_0,Our mercenary Army has now degenerated into a Godless cabal of mindless killers not unlike the Soviets that were butchering civilians in Afghanistan (exactly as sadistically as we have) .,Our mercenary Army has now degenerated into a Godless <ARG1>cabal</ARG1> of mindless <ARG0>killers</ARG0> not unlike the Soviets that were butchering civilians in Afghanistan (exactly as sadistically as we have) .,0,0,,1
semeval2010t8,train.json,72,0,semeval2010t8_train.json_72_0,The fire inside WTC was caused by exploding fuel .,The <ARG1>fire</ARG1> inside WTC was caused by exploding <ARG0>fuel</ARG0> .,1,1,,1
semeval2010t8,train.json,73,0,semeval2010t8_train.json_73_0,The epithelium from the knockout mouse bladder is migrating into the transplanted matrix .,The <ARG0>epithelium</ARG0> from the knockout mouse bladder is migrating into the transplanted <ARG1>matrix</ARG1> .,0,0,,1
semeval2010t8,train.json,74,0,semeval2010t8_train.json_74_0,The staff was removed from his position .,The <ARG0>staff</ARG0> was removed from his <ARG1>position</ARG1> .,0,0,,1
semeval2010t8,train.json,75,0,semeval2010t8_train.json_75_0,The suffering caused by the terrorists is the real torture .,The <ARG1>suffering</ARG1> caused by the <ARG0>terrorists</ARG0> is the real torture .,1,1,,1
semeval2010t8,train.json,76,0,semeval2010t8_train.json_76_0,This love of nature ' s gift has been reflected in artworks dating back more than a thousand years .,This <ARG1>love</ARG1> of nature ' s gift has been reflected in <ARG0>artworks</ARG0> dating back more than a thousand years .,0,0,,1
semeval2010t8,train.json,77,0,semeval2010t8_train.json_77_0,The court decided the objection by making the instalment order as sought .,The <ARG1>court</ARG1> decided the objection by making the instalment <ARG0>order</ARG0> as sought .,0,0,,1
semeval2010t8,train.json,78,0,semeval2010t8_train.json_78_0,"In a poetic twist , the tsunami triggered by the rock band forced many American jazz and blues singers to seek work in the United Kingdom , which is where Anderson found a receptive audience in 1965 .","In a poetic twist , the <ARG1>tsunami</ARG1> triggered by the rock <ARG0>band</ARG0> forced many American jazz and blues singers to seek work in the United Kingdom , which is where Anderson found a receptive audience in 1965 .",1,1,,1
semeval2010t8,train.json,79,0,semeval2010t8_train.json_79_0,Leakage and fire caused due to corrosion of bypass piping for recirculation gas at a fuel oil desulphurization unit .,<ARG1>Leakage</ARG1> and fire caused due to <ARG0>corrosion</ARG0> of bypass piping for recirculation gas at a fuel oil desulphurization unit .,1,1,,1
semeval2010t8,train.json,80,0,semeval2010t8_train.json_80_0,A team of students from Virginia Tech University have created a vehicle that allows vision impaired drivers to take control of the wheel .,A team of students from Virginia Tech University have created a vehicle that allows vision impaired <ARG1>drivers</ARG1> to take control of the <ARG0>wheel</ARG0> .,0,0,,1
semeval2010t8,train.json,81,0,semeval2010t8_train.json_81_0,BMW ' s iDrive 4 . 0 brings in a horde of new features .,BMW ' s iDrive 4 . 0 brings in a <ARG1>horde</ARG1> of new <ARG0>features</ARG0> .,0,0,,1
semeval2010t8,train.json,82,0,semeval2010t8_train.json_82_0,The metal ball makes a ding ding ding noise when it swings back and hits the metal body of the lamp .,The metal <ARG0>ball</ARG0> makes a ding ding ding <ARG1>noise</ARG1> when it swings back and hits the metal body of the lamp .,1,1,,1
semeval2010t8,train.json,83,0,semeval2010t8_train.json_83_0,It consists of an ensemble of ladies who are highly qualified to play various Arabic musical instruments .,It consists of an <ARG1>ensemble</ARG1> of <ARG0>ladies</ARG0> who are highly qualified to play various Arabic musical instruments .,0,0,,1
semeval2010t8,train.json,84,0,semeval2010t8_train.json_84_0,It underscores the need for continued surveillance of nicotine delivery in products created by an unregulated industry .,It underscores the need for continued surveillance of nicotine delivery in <ARG0>products</ARG0> created by an unregulated <ARG1>industry</ARG1> .,0,0,,1
semeval2010t8,train.json,85,0,semeval2010t8_train.json_85_0,"Unlike other fish , grunion come out of the water completely to lay their eggs in the wet sand of the beach .","Unlike other fish , grunion come out of the water completely to lay their eggs in the wet <ARG1>sand</ARG1> of the <ARG0>beach</ARG0> .",0,0,,1
semeval2010t8,train.json,86,0,semeval2010t8_train.json_86_0,A large marble was dropped into the bowl .,A large <ARG0>marble</ARG0> was dropped into the <ARG1>bowl</ARG1> .,0,0,,1
semeval2010t8,train.json,87,0,semeval2010t8_train.json_87_0,Historical view of the damage caused by the 1693 Catania earthquake and the reconstruction activities .,Historical view of the <ARG1>damage</ARG1> caused by the 1693 Catania <ARG0>earthquake</ARG0> and the reconstruction activities .,1,1,,1
semeval2010t8,train.json,88,0,semeval2010t8_train.json_88_0,"AI requested that the perpetrators be prosecuted to the fullest extent of the law , that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the suffering caused by the responsible police officers .","AI requested that the perpetrators be prosecuted to the fullest extent of the law , that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the <ARG1>suffering</ARG1> caused by the responsible police <ARG0>officers</ARG0> .",1,1,,1
semeval2010t8,train.json,89,0,semeval2010t8_train.json_89_0,The findings have been published in a special section of the academic journal Archives of Sexual Behavior .,The <ARG1>findings</ARG1> have been published in a special <ARG0>section</ARG0> of the academic journal Archives of Sexual Behavior .,0,0,,1
semeval2010t8,train.json,90,0,semeval2010t8_train.json_90_0,An Amtrak passenger who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the train and is being held in Colorado .,An Amtrak <ARG0>passenger</ARG0> who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the <ARG1>train</ARG1> and is being held in Colorado .,0,0,,1
semeval2010t8,train.json,91,0,semeval2010t8_train.json_91_0,The introduction in the book is a summary of what is in the text .,The <ARG0>introduction</ARG0> in the <ARG1>book</ARG1> is a summary of what is in the text .,0,0,,1
semeval2010t8,train.json,92,0,semeval2010t8_train.json_92_0,The second simulation was started from the uncomplexed x-ray structure after insertion of the ligand into the binding site .,The second <ARG0>simulation</ARG0> was started from the uncomplexed x-ray <ARG1>structure</ARG1> after insertion of the ligand into the binding site .,0,0,,1
semeval2010t8,train.json,93,0,semeval2010t8_train.json_93_0,This user plays games on a portable console .,This <ARG1>user</ARG1> plays games on a portable <ARG0>console</ARG0> .,0,0,,1
semeval2010t8,train.json,94,0,semeval2010t8_train.json_94_0,The ambitious Eurasia exhibition arose from an idea by Achille Bonito Oliva .,The ambitious Eurasia <ARG0>exhibition</ARG0> arose from an <ARG1>idea</ARG1> by Achille Bonito Oliva .,0,0,,1
semeval2010t8,train.json,95,0,semeval2010t8_train.json_95_0,The driver of the cement truck cleaned the loading chute on his truck with a truck-mounted water hose and began to pull away .,The <ARG1>driver</ARG1> of the cement truck cleaned the loading chute on his truck with a truck-mounted water <ARG0>hose</ARG0> and began to pull away .,0,0,,1
semeval2010t8,train.json,96,0,semeval2010t8_train.json_96_0,The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the recession triggered by the 1929 Wall Street crash .,The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the <ARG1>recession</ARG1> triggered by the 1929 Wall Street <ARG0>crash</ARG0> .,1,1,,1
semeval2010t8,train.json,97,0,semeval2010t8_train.json_97_0,In the corner there are several gate captains and a legion of Wu crossbowmen .,In the corner there are several gate captains and a <ARG1>legion</ARG1> of Wu <ARG0>crossbowmen</ARG0> .,0,0,,1
semeval2010t8,train.json,98,0,semeval2010t8_train.json_98_0,"Once they grow there , the swelling and inflammation caused by the infection closes off the sac , causing it not to ""shed"" bacteria , and protecting the bacteria inside from antibiotics and your body ' s own immune cells .","Once they grow there , the <ARG1>swelling</ARG1> and inflammation caused by the <ARG0>infection</ARG0> closes off the sac , causing it not to ""shed"" bacteria , and protecting the bacteria inside from antibiotics and your body ' s own immune cells .",1,1,,1
semeval2010t8,train.json,99,0,semeval2010t8_train.json_99_0,"Guitars are played acoustically; the tone is produced by the vibration of the strings which is amplified by the body of the guitar , which acts as a large hollow resonating chamber , or they may rely on an amplifier that can electronically manipulate tone .","Guitars are played acoustically; the <ARG1>tone</ARG1> is produced by the <ARG0>vibration</ARG0> of the strings which is amplified by the body of the guitar , which acts as a large hollow resonating chamber , or they may rely on an amplifier that can electronically manipulate tone .",1,1,,1
semeval2010t8,train.json,100,0,semeval2010t8_train.json_100_0,"Flowers are reborn from the soil and the climate begins to warm , all set to a score improvised by an orchestra of birds .","Flowers are reborn from the soil and the climate begins to warm , all set to a <ARG1>score</ARG1> improvised by an <ARG0>orchestra</ARG0> of birds .",0,0,,1
semeval2010t8,train.json,101,0,semeval2010t8_train.json_101_0,He posted the answers to the website .,He posted the <ARG0>answers</ARG0> to the <ARG1>website</ARG1> .,0,0,,1
